DivisionNm,CountNumber,BallotPosition,Surname,GivenNm,PartyAb,PartyNm,Elected,PreferenceCount,PreferencePercent,TransferCount,TransferPercent,Winner,DistributingBallotPosition,DistributingSurname,DistributingGivenNm,DistributingPartyAb,DistributingPartyNm
Everton,0,5,SHANKEY,Danielle,ALP,Australian Labor Party (State of Queensland),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Everton,0,6,WELLS,Jabez,IND,Independent,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Everton,0,7,RATH,Helen,The Greens,Queensland Greens,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Everton,0,8,RUSS,Simon,UAP,Clive Palmer's United Australia Party,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Everton,0,9,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Ferny Grove,0,1,PINI,Susan,IMOP,Informed Medical Options Party (IMOP),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Ferny Grove,0,2,MCCABE,John,UAP,Clive Palmer's United Australia Party,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Ferny Grove,0,3,SCOFIELD,Mark,IND,Independent,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Ferny Grove,0,4,FURNER,Mark,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Ferny Grove,0,5,WILLIAMS,Elton,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Ferny Grove,0,6,COLLS,Joel,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Ferny Grove,0,7,LEHMANN,Chris,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Ferny Grove,0,8,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Gaven,0,1,SEWELL,Sharon,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Gaven,0,2,SCANLON,Meaghan,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Gaven,0,3,LUYKEN,Suzette,LCQP,Legalise Cannabis Qld (Party),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Gaven,0,4,DRAKE,Reyna,CLMP,Civil Liberties & Motorists Party,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Gaven,0,5,BECK,Garry,UAP,Clive Palmer's United Australia Party,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Gaven,0,6,JACKSON,Kirsten,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Gaven,0,7,SPAIN,Sally,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Gaven,0,8,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Gladstone,0,1,PETERSON,Murray,IND,Independent,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Gladstone,0,2,JORGENSEN,Kevin,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Gladstone,0,3,HARDING,Ron,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Gladstone,0,4,BUTCHER,Glenn,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Gladstone,0,5,EASTAUGHFFE,Emma,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Gladstone,0,6,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Glass House,0,1,CAMPBELL,Graeme,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Glass House,0,2,MCDONALD,James,UAP,Clive Palmer's United Australia Party,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Glass House,0,3,HAMPSTEAD,Brent,ALP,Australian Labor Party (State of Queensland),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Glass House,0,4,MCLEAN,Andrew,The Greens,Queensland Greens,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Glass House,0,5,POWELL,Andrew,LNP,Liberal National Party of Queensland,Y,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Glass House,0,6,MCCOY,Laressa,IMOP,Informed Medical Options Party (IMOP),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Glass House,0,7,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Greenslopes,0,1,BOOKER,John,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Greenslopes,0,2,KELLY,Joe,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Greenslopes,0,3,HUML,Victor,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Greenslopes,0,4,NEWBOLD,Andrew,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Greenslopes,0,5,MELHOP,Jasmine (Jazzy),IMOP,Informed Medical Options Party (IMOP),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Greenslopes,0,6,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Gregory,0,1,BAMBRICK,Paul,The Greens,Queensland Greens,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Gregory,0,2,MILLAR,Lachlan,LNP,Liberal National Party of Queensland,Y,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Gregory,0,3,TURNER,Thomas,UAP,Clive Palmer's United Australia Party,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Gregory,0,4,KIARA,Tania,IMOP,Informed Medical Options Party (IMOP),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Gregory,0,5,KERRIGAN,Dave,ALP,Australian Labor Party (State of Queensland),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Gregory,0,6,CURRIE,Bruce,CLMP,Civil Liberties & Motorists Party,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Gregory,0,7,ROTHERY,Clint,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Gregory,0,8,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Gympie,0,1,MAERTENS,Roland,IND,Independent,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Gympie,0,2,PERRETT,Tony,LNP,Liberal National Party of Queensland,Y,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Gympie,0,3,JEROME,Tim,IND,Independent,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Gympie,0,4,REARDON,Donna,IND,Independent,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Gympie,0,5,BLAXLAND,Michael,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Gympie,0,6,FAIRBAIRN,Nicholas,IMOP,Informed Medical Options Party (IMOP),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Gympie,0,7,GRANGER-BROWN,Lauren,The Greens,Queensland Greens,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Gympie,0,8,WILLIAMS,Geoff,ALP,Australian Labor Party (State of Queensland),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Gympie,0,9,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Hervey Bay,0,1,COLEMAN,Steve,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Hervey Bay,0,2,HUXHAM,Damian,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Hervey Bay,0,3,TANTARI,Adrian,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Hervey Bay,0,4,BYRNES,Amy,Animal Justice Party,Animal Justice Party (Queensland),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Hervey Bay,0,5,GERDSEN,Sonja,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Hervey Bay,0,6,TAYLOR,Stuart,IND,Independent,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Hervey Bay,0,7,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Hill,0,1,GAROZZO,Tara,IMOP,Informed Medical Options Party (IMOP),N,,,0,0,KAP,First Pref,First Pref,First Pref,First Pref,First Pref
Hill,0,2,CAMPION,Peter,IND,Independent,N,,,0,0,KAP,First Pref,First Pref,First Pref,First Pref,First Pref
Hill,0,3,KNUTH,Shane,KAP,Katter's Australian Party (KAP),Y,,,0,0,KAP,First Pref,First Pref,First Pref,First Pref,First Pref
Hill,0,4,CUDA,Nick,LNP,Liberal National Party of Queensland,N,,,0,0,KAP,First Pref,First Pref,First Pref,First Pref,First Pref
Hill,0,5,TUXFORD,Chester Gordon,IND,Independent,N,,,0,0,KAP,First Pref,First Pref,First Pref,First Pref,First Pref
Hill,0,6,HODGKINS,Michael,ALP,Australian Labor Party (State of Queensland),N,,,0,0,KAP,First Pref,First Pref,First Pref,First Pref,First Pref
Hill,0,7,COX,Jennifer,The Greens,Queensland Greens,N,,,0,0,KAP,First Pref,First Pref,First Pref,First Pref,First Pref
Hill,0,8,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,KAP,First Pref,First Pref,First Pref,First Pref,First Pref
Hinchinbrook,0,1,SULLIVAN,Michael,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,KAP,First Pref,First Pref,First Pref,First Pref,First Pref
Hinchinbrook,0,2,MEWING,Carolyn,The Greens,Queensland Greens,N,,,0,0,KAP,First Pref,First Pref,First Pref,First Pref,First Pref
Hinchinbrook,0,3,MASON,Aurelio,UAP,Clive Palmer's United Australia Party,N,,,0,0,KAP,First Pref,First Pref,First Pref,First Pref,First Pref
Hinchinbrook,0,4,SACKLEY,Jen,IND,Independent,N,,,0,0,KAP,First Pref,First Pref,First Pref,First Pref,First Pref
Hinchinbrook,0,5,PIPER,Scott,LNP,Liberal National Party of Queensland,N,,,0,0,KAP,First Pref,First Pref,First Pref,First Pref,First Pref
Hinchinbrook,0,6,JACOB,Paul,ALP,Australian Labor Party (State of Queensland),N,,,0,0,KAP,First Pref,First Pref,First Pref,First Pref,First Pref
Hinchinbrook,0,7,DAMETTO,Nick,KAP,Katter's Australian Party (KAP),Y,,,0,0,KAP,First Pref,First Pref,First Pref,First Pref,First Pref
Hinchinbrook,0,8,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,KAP,First Pref,First Pref,First Pref,First Pref,First Pref
Inala,0,1,REID,Scott,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Inala,0,2,MURPHY,Peter,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Inala,0,3,PALASZCZUK,Annastacia,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Inala,0,4,QUINLAN,Nigel,LCQP,Legalise Cannabis Qld (Party),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Inala,0,5,JONES,Terry,IND,Independent,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Inala,0,6,VIDAL,Michael,CLMP,Civil Liberties & Motorists Party,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Inala,0,7,PEROVIC,Miljenka,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Inala,0,8,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Ipswich,0,1,HOLMES,Suzie,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Ipswich,0,2,WALSH,Pat,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Ipswich,0,3,O'CONNELL,Scott,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Ipswich,0,4,MORTON,Shelly,LCQP,Legalise Cannabis Qld (Party),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Ipswich,0,5,HOWARD,Jennifer,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Ipswich,0,6,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Ipswich West,0,1,GRIEGER,Clem,CLMP,Civil Liberties & Motorists Party,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Ipswich West,0,2,WOLF,Raven,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Ipswich West,0,3,KOCHARDY,Karakan Karoly,IND,Independent,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Ipswich West,0,4,GREEN,Chris,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Ipswich West,0,5,DUFFY,Gary,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Ipswich West,0,6,HOPKINS,Anthony,LCQP,Legalise Cannabis Qld (Party),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Ipswich West,0,7,MADDEN,Jim,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Ipswich West,0,8,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Jordan,0,1,SIDHU,Navdeep Singh,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Jordan,0,2,SYMES,Neil,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Jordan,0,3,MOONEY,Andrew,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Jordan,0,4,MULLEN,Charis,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Jordan,0,5,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Kawana,0,1,MOUSSALLI,Lynette,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Kawana,0,2,SRI,Anna,The Greens,Queensland Greens,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Kawana,0,3,MCGLADRIGAN,Afrikah,UAP,Clive Palmer's United Australia Party,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Kawana,0,4,BLEIJIE,Jarrod,LNP,Liberal National Party of Queensland,Y,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Kawana,0,5,MARIKO,Pamela,Animal Justice Party,Animal Justice Party (Queensland),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Kawana,0,6,REDPATH,Bill,ALP,Australian Labor Party (State of Queensland),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Kawana,0,7,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Keppel,0,1,LAUGA,Brittany,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Keppel,0,2,DE GROOT,Adrian,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Keppel,0,3,DOCKERY,Jimmy,LCQP,Legalise Cannabis Qld (Party),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Keppel,0,4,SMELTZ,Nikki,UAP,Clive Palmer's United Australia Party,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Keppel,0,5,ROTHERY,Wade,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Keppel,0,6,GANFIELD,Paula,IMOP,Informed Medical Options Party (IMOP),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Keppel,0,7,MULLBRICK,Clancy,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Keppel,0,8,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Kurwongbah,0,1,SNIJDERS,Earl,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Kurwongbah,0,2,PROHASKA,Thor,IND,Independent,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Kurwongbah,0,3,PETRUS,Kerry,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Kurwongbah,0,4,DWANE,Heather,Animal Justice Party,Animal Justice Party (Queensland),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Kurwongbah,0,5,ATTRILL,Kim,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Kurwongbah,0,6,KING,Shane,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Kurwongbah,0,7,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Lockyer,0,1,ROCKLIFF,Andrew,UAP,Clive Palmer's United Australia Party,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Lockyer,0,2,WEST,Corey,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Lockyer,0,3,BUTLER,Janet,ALP,Australian Labor Party (State of Queensland),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Lockyer,0,4,SAVAGE,Jim,IND,Independent,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Lockyer,0,5,HALEY,Rebecca,The Greens,Queensland Greens,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Lockyer,0,6,MCDONALD,Jim,LNP,Liberal National Party of Queensland,Y,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Lockyer,0,7,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Logan,0,1,WEBER,Peter,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Logan,0,2,ISKANDER,Sam,UAP,Clive Palmer's United Australia Party,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Logan,0,3,JENKINSON,Liam,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Logan,0,4,PATTISON,Clinton,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Logan,0,5,POWER,Linus,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Logan,0,6,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Lytton,0,1,PHILLIPS,Georgia,IMOP,Informed Medical Options Party (IMOP),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Lytton,0,2,WALTERS,Gordon,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Lytton,0,3,SPAITS,Jonathan,UAP,Clive Palmer's United Australia Party,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Lytton,0,4,PEASE,Joan,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Lytton,0,5,SMITH,Debra,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Lytton,0,6,AUSTIN,Ken,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Lytton,0,7,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Macalister,0,1,BYE,Bronwyn,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Macalister,0,2,PETERSEN,Kirsty,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Macalister,0,3,MCMAHON,Melissa,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Macalister,0,4,MCCLAER,David,UAP,Clive Palmer's United Australia Party,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Macalister,0,5,MUSGRAVE,Ben,CLMP,Civil Liberties & Motorists Party,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Macalister,0,6,VAN MANEN,Judi,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Macalister,0,7,KEECH,Margaret,IND,Independent,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Macalister,0,8,TAYLOR,Paul A S,IND,Independent,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Macalister,0,9,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
McConnel,0,1,LOVEJOY,Kirsten,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
McConnel,0,2,BERTRAM,Miranda,IND,Independent,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
McConnel,0,3,DOBINSON,John Fair,IND,Independent,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
McConnel,0,4,SINGH,Pinky,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
McConnel,0,5,WOOD,Malcolm,UAP,Clive Palmer's United Australia Party,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
McConnel,0,6,GRACE,Grace,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
McConnel,0,7,SWAN,Paul,LCQP,Legalise Cannabis Qld (Party),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
McConnel,0,8,PERRY,Anne,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
McConnel,0,9,HAMILTON,Alan,IMOP,Informed Medical Options Party (IMOP),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
McConnel,0,10,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mackay,0,1,BONANNO,Chris,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mackay,0,2,KRSTIC,Shaun,LCQP,Legalise Cannabis Qld (Party),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mackay,0,3,SAUNDERS,Julie,IMOP,Informed Medical Options Party (IMOP),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mackay,0,4,GILBERT,Julieanne,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mackay,0,5,KEYS,Christine,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mackay,0,6,LINDENBERG,Imogen,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mackay,0,7,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Maiwar,0,1,BERKMAN,Michael,The Greens,Queensland Greens,Y,,,0,0,The Greens,First Pref,First Pref,First Pref,First Pref,First Pref
Maiwar,0,2,RUSH,Jacob,UAP,Clive Palmer's United Australia Party,N,,,0,0,The Greens,First Pref,First Pref,First Pref,First Pref,First Pref
Maiwar,0,3,THEVAR,Palani,ALP,Australian Labor Party (State of Queensland),N,,,0,0,The Greens,First Pref,First Pref,First Pref,First Pref,First Pref
Maiwar,0,4,JOHNSON,Michael Andrew,IND,Independent,N,,,0,0,The Greens,First Pref,First Pref,First Pref,First Pref,First Pref
Maiwar,0,5,SHANNON,Boyd,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,The Greens,First Pref,First Pref,First Pref,First Pref,First Pref
Maiwar,0,6,DAY,Lauren,LNP,Liberal National Party of Queensland,N,,,0,0,The Greens,First Pref,First Pref,First Pref,First Pref,First Pref
Maiwar,0,7,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,The Greens,First Pref,First Pref,First Pref,First Pref,First Pref
Mansfield,0,1,WISHART,Janet,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mansfield,0,2,MCMILLAN,Corrine,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
