DivisionNm,CountNumber,BallotPosition,Surname,GivenNm,PartyAb,PartyNm,Elected,PreferenceCount,PreferencePercent,TransferCount,TransferPercent,Winner,DistributingBallotPosition,DistributingSurname,DistributingGivenNm,DistributingPartyAb,DistributingPartyNm
Mansfield,0,3,WALTER,Rob,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mansfield,0,4,WIRTH,Jarrod John,IND,Independent,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mansfield,0,5,TODOROVA,Maria,UAP,Clive Palmer's United Australia Party,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mansfield,0,6,TAYLOR,Brendan,LCQP,Legalise Cannabis Qld (Party),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mansfield,0,7,O'CALLAGHAN,Christopher,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mansfield,0,8,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Maroochydore,0,1,UNVERZAGT,Gabrielle,The Greens,Queensland Greens,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Maroochydore,0,2,CREEVEY,Janet,IND,Independent,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Maroochydore,0,3,MCCORMACK,Rod,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Maroochydore,0,4,POOLE,Tash,Animal Justice Party,Animal Justice Party (Queensland),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Maroochydore,0,5,WADESON,Mark,IND,Independent,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Maroochydore,0,6,SMITH,Alison,ALP,Australian Labor Party (State of Queensland),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Maroochydore,0,7,SIMPSON,Fiona,LNP,Liberal National Party of Queensland,Y,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Maroochydore,0,8,SEARLE,Greg,UAP,Clive Palmer's United Australia Party,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Maroochydore,0,9,CONNOLLY,John,IND,Independent,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Maroochydore,0,10,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Maryborough,0,1,SAUNDERS,Bruce,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Maryborough,0,2,PACKER,Samantha,IMOP,Informed Medical Options Party (IMOP),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Maryborough,0,3,SOKOLOV,Alex,UAP,Clive Palmer's United Australia Party,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Maryborough,0,4,CHAPMAN,Denis,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Maryborough,0,5,LOHSE,Sharon,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Maryborough,0,6,BODY,River,LCQP,Legalise Cannabis Qld (Party),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Maryborough,0,7,ARMSTRONG,Craig,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Maryborough,0,8,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mermaid Beach,0,1,HARRIS,Zai,The Greens,Queensland Greens,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Mermaid Beach,0,2,HOLT,Rhett,IND,Independent,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Mermaid Beach,0,3,AVDJIEV,Hristo,UAP,Clive Palmer's United Australia Party,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Mermaid Beach,0,4,MCARTHUR-WILLIAMS,Nicholas,IND,Independent,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Mermaid Beach,0,5,SOMSRIRUEN,Suphakan (Mod),CLMP,Civil Liberties & Motorists Party,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Mermaid Beach,0,6,UNGERER,Carl,ALP,Australian Labor Party (State of Queensland),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Mermaid Beach,0,7,STEVENS,Ray,LNP,Liberal National Party of Queensland,Y,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Mermaid Beach,0,8,LYNCH,Deb,LCQP,Legalise Cannabis Qld (Party),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Mermaid Beach,0,9,JAMES,Stephen,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Mermaid Beach,0,10,JONES,Tory,IND,Independent,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Mermaid Beach,0,11,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Miller,0,1,ZIRDUM,Josip,LCQP,Legalise Cannabis Qld (Party),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Miller,0,2,BAILEY,Mark,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Miller,0,3,DARWEN,Paul,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Miller,0,4,O'BRIEN,Patsy,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Miller,0,5,CARROLL,Edward,IND,Independent,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Miller,0,6,PACKER,Maria,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Miller,0,7,JULIUS,Christian John,UAP,Clive Palmer's United Australia Party,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Miller,0,8,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mirani,0,1,ANDREW,Stephen,ONP,Pauline Hanson's One Nation Queensland Division,Y,,,0,0,ONP,First Pref,First Pref,First Pref,First Pref,First Pref
Mirani,0,2,BYRAM,Nick,CLMP,Civil Liberties & Motorists Party,N,,,0,0,ONP,First Pref,First Pref,First Pref,First Pref,First Pref
Mirani,0,3,HAMILTON,Shane,ALP,Australian Labor Party (State of Queensland),N,,,0,0,ONP,First Pref,First Pref,First Pref,First Pref,First Pref
Mirani,0,4,NEWITT,Tracie,LNP,Liberal National Party of Queensland,N,,,0,0,ONP,First Pref,First Pref,First Pref,First Pref,First Pref
Mirani,0,5,WATKIN,Ben,The Greens,Queensland Greens,N,,,0,0,ONP,First Pref,First Pref,First Pref,First Pref,First Pref
Mirani,0,6,BORG,Jason,NQF,North Queensland First,N,,,0,0,ONP,First Pref,First Pref,First Pref,First Pref,First Pref
Mirani,0,7,BORG,Tepepe,UAP,Clive Palmer's United Australia Party,N,,,0,0,ONP,First Pref,First Pref,First Pref,First Pref,First Pref
Mirani,0,8,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ONP,First Pref,First Pref,First Pref,First Pref,First Pref
Moggill,0,1,ALBRECHT,Roberta,ALP,Australian Labor Party (State of Queensland),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Moggill,0,2,RAYWARD,Amy,CLMP,Civil Liberties & Motorists Party,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Moggill,0,3,ROWAN,Christian,LNP,Liberal National Party of Queensland,Y,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Moggill,0,4,MITCHELL,Bruce,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Moggill,0,5,MCCANE,Lawson,The Greens,Queensland Greens,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Moggill,0,6,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Morayfield,0,1,SMITH,Amy,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Morayfield,0,2,CRAIG,Theresa,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Morayfield,0,3,HANSEN,Rodney,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Morayfield,0,4,MATTHEWS,Grant,IMOP,Informed Medical Options Party (IMOP),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Morayfield,0,5,SNOW,Jason,IND,Independent,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Morayfield,0,6,RYAN,Mark,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Morayfield,0,7,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mount Ommaney,0,1,BRAZIER,Clive,LCQP,Legalise Cannabis Qld (Party),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mount Ommaney,0,2,POWELL,Michael,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mount Ommaney,0,3,EUGARDE,Ian,IND,Independent,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mount Ommaney,0,4,WORSTELING,Asha,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mount Ommaney,0,5,HOOPER,Roger,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mount Ommaney,0,6,PUGH,Jess,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mount Ommaney,0,7,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mudgeeraba,0,1,PEAD,Gary,IND,Independent,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Mudgeeraba,0,2,MCMAHON,Brandon,UAP,Clive Palmer's United Australia Party,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Mudgeeraba,0,3,ERIKSON,Leith,IND,Independent,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Mudgeeraba,0,4,LIDDELL,Andrew,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Mudgeeraba,0,5,PYTELLEK,Mark,CLMP,Civil Liberties & Motorists Party,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Mudgeeraba,0,6,SHERWOOD,Bill,IND,Independent,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Mudgeeraba,0,7,OTTEN-KAMP,Maxim,ALP,Australian Labor Party (State of Queensland),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Mudgeeraba,0,8,COX,Lindon,Animal Justice Party,Animal Justice Party (Queensland),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Mudgeeraba,0,9,BATES,Ros,LNP,Liberal National Party of Queensland,Y,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Mudgeeraba,0,10,TURNER,Scott,The Greens,Queensland Greens,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Mudgeeraba,0,11,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Mulgrave,0,1,PITT,Curtis,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mulgrave,0,2,FEHER-HOLAN,Attila,KAP,Katter's Australian Party (KAP),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mulgrave,0,3,CORY,Sue,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mulgrave,0,4,BARTORILLO,Francis,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mulgrave,0,5,VALLIANOS,Gerry,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mulgrave,0,6,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mundingburra,0,1,JACKSON,Susan,LCQP,Legalise Cannabis Qld (Party),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mundingburra,0,2,BROWN,Jenny,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mundingburra,0,3,WALKER,Les,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mundingburra,0,4,DOYLE,Glenn,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mundingburra,0,5,BREWSTER,Martin,UAP,Clive Palmer's United Australia Party,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mundingburra,0,6,BOWRON,Ian,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mundingburra,0,7,TOMLINSON,Alannah,KAP,Katter's Australian Party (KAP),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Mundingburra,0,8,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Murrumba,0,1,KENNEDY,Jason,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Murrumba,0,2,HADDOCK,Karen,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Murrumba,0,3,BARLOW,Yvonne,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Murrumba,0,4,CLARK,Stewart,IND,Independent,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Murrumba,0,5,MILES,Steven,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Murrumba,0,6,MCMAHON,Leichelle,SFF,"Shooters, Fishers and Farmers Party (QLD)",N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Murrumba,0,7,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Nanango,0,1,SCRIMSHAW,Tony,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Nanango,0,2,FRECKLINGTON,Deb,LNP,Liberal National Party of Queensland,Y,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Nanango,0,3,STAPLETON,Mark,ALP,Australian Labor Party (State of Queensland),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Nanango,0,4,O'RANCE,Maggie,LCQP,Legalise Cannabis Qld (Party),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Nanango,0,5,HARBISON,John,The Greens,Queensland Greens,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Nanango,0,6,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Nicklin,0,1,SKELTON,Robert,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Nicklin,0,2,ETHERIDGE,Sue,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Nicklin,0,3,CARDINAL,Michael,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Nicklin,0,4,BOSI,Riccardo,IND,Independent,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Nicklin,0,5,HUNT,Marty,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Nicklin,0,6,LAHN,Allona,IMOP,Informed Medical Options Party (IMOP),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Nicklin,0,7,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Ninderry,0,1,NEWLAND-BLACKMORE,Andrea,IMOP,Informed Medical Options Party (IMOP),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Ninderry,0,2,WEIJERS,Frank,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Ninderry,0,3,PURDIE,Dan,LNP,Liberal National Party of Queensland,Y,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Ninderry,0,4,DODDS,Melinda,ALP,Australian Labor Party (State of Queensland),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Ninderry,0,5,GILES,Jay,UAP,Clive Palmer's United Australia Party,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Ninderry,0,6,BRYAR,Dan,The Greens,Queensland Greens,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Ninderry,0,7,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Noosa,0,1,REDFORD,Darrell,Animal Justice Party,Animal Justice Party (Queensland),N,,,0,0,IND,First Pref,First Pref,First Pref,First Pref,First Pref
Noosa,0,2,PRESCOTT,Rhonda,The Greens,Queensland Greens,N,,,0,0,IND,First Pref,First Pref,First Pref,First Pref,First Pref
Noosa,0,3,DENHAM,Mark,ALP,Australian Labor Party (State of Queensland),N,,,0,0,IND,First Pref,First Pref,First Pref,First Pref,First Pref
Noosa,0,4,BELL-HENSELIN,Tracey,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,IND,First Pref,First Pref,First Pref,First Pref,First Pref
Noosa,0,5,BOLTON,Sandy,IND,Independent,Y,,,0,0,IND,First Pref,First Pref,First Pref,First Pref,First Pref
Noosa,0,6,BLEVIN,James,LNP,Liberal National Party of Queensland,N,,,0,0,IND,First Pref,First Pref,First Pref,First Pref,First Pref
Noosa,0,7,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,IND,First Pref,First Pref,First Pref,First Pref,First Pref
Nudgee,0,1,PRITCHARD,Dane,IMOP,Informed Medical Options Party (IMOP),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Nudgee,0,2,HALLIWELL,Carrol,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Nudgee,0,3,DAVIES,Jim,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Nudgee,0,4,LINARD,Leanne,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Nudgee,0,5,SHAW,Ryan,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Nudgee,0,6,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Oodgeroo,0,1,ROBINSON,Mark,LNP,Liberal National Party of Queensland,Y,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Oodgeroo,0,2,HENLEY,Irene,ALP,Australian Labor Party (State of Queensland),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Oodgeroo,0,3,CHAPMAN,Douglas,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Oodgeroo,0,4,MARRIOTT,Kirstyn,IMOP,Informed Medical Options Party (IMOP),N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Oodgeroo,0,5,MAZLIN,Ian,The Greens,Queensland Greens,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Oodgeroo,0,6,RICHARDSON,Claire,IND,Independent,N,,,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Oodgeroo,0,7,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Pine Rivers,0,1,LEECH,Christopher,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Pine Rivers,0,2,SEIFFERT-SMITH,Tara,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Pine Rivers,0,3,BOYD,Nikki,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Pine Rivers,0,4,VASCHINA,Bruce,IND,Independent,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Pine Rivers,0,5,THOMAS,Kara,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Pine Rivers,0,6,AUSTIN,Steve,UAP,Clive Palmer's United Australia Party,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Pine Rivers,0,7,BROHMAN,Maureen,Animal Justice Party,Animal Justice Party (Queensland),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Pine Rivers,0,8,PATTRICK,Alissa,IMOP,Informed Medical Options Party (IMOP),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Pine Rivers,0,9,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Pumicestone,0,1,DRYDEN,Ryan,LCQP,Legalise Cannabis Qld (Party),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Pumicestone,0,2,KING,Ali,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Pumicestone,0,3,NEWBERY,Steven,UAP,Clive Palmer's United Australia Party,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Pumicestone,0,4,GASKE,Fiona,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Pumicestone,0,5,OGDEN,Richard,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Pumicestone,0,6,KONOWALENKO,Ross,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Pumicestone,0,7,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Redcliffe,0,1,D'ATH,Yvette,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Redcliffe,0,2,KERR,Carolyn,IND,Independent,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Redcliffe,0,3,DAVY,Virginia,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Redcliffe,0,4,SIMON,Will,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Redcliffe,0,5,PHILP,Ian,IND,Independent,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Redcliffe,0,6,DOOLEY,Kerri-Anne,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Redcliffe,0,7,BLOHBERGER,Bob,UAP,Clive Palmer's United Australia Party,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Redcliffe,0,8,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Redlands,0,1,MCNAUGHT,Carmen,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Redlands,0,2,PIKE,Henry,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Redlands,0,3,WILLIAMS,Peter,ONP,Pauline Hanson's One Nation Queensland Division,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Redlands,0,4,MAHER,Michelle,IMOP,Informed Medical Options Party (IMOP),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Redlands,0,5,POPE,Andrew,SFF,"Shooters, Fishers and Farmers Party (QLD)",N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Redlands,0,6,RICHARDS,Kim,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Redlands,0,7,GUNNIS,Craig,UAP,Clive Palmer's United Australia Party,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Redlands,0,8,BRADY,Frank Everett,LCQP,Legalise Cannabis Qld (Party),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Redlands,0,9,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Rockhampton,0,1,DOBLO,Dominic,IND,Independent,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Rockhampton,0,2,HOPKINS,Tony,LNP,Liberal National Party of Queensland,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Rockhampton,0,3,JONES,Mick,The Greens,Queensland Greens,N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Rockhampton,0,4,O'ROURKE,Barry,ALP,Australian Labor Party (State of Queensland),Y,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Rockhampton,0,5,SAXON,Yvette,IMOP,Informed Medical Options Party (IMOP),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Rockhampton,0,6,SHEPHERD,Christian,KAP,Katter's Australian Party (KAP),N,,,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
