DivisionNm,CountNumber,BallotPosition,Surname,GivenNm,PartyAb,PartyNm,Elected,PreferenceCount,PreferencePercent,TransferCount,TransferPercent,Winner,DistributingBallotPosition,DistributingSurname,DistributingGivenNm,DistributingPartyAb,DistributingPartyNm
Brisbane City Northgate,0,1,NEIL,Reg,ALP,Australian Labor Party (State of Queensland),N,8810,36.36,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City Northgate,0,2,ALLAN,Adam,LNP,Liberal National Party of Queensland,Y,11315,46.7,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City Northgate,0,3,DAVIES,Jim,GRN,Queensland Greens,N,4106,16.95,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City Northgate,0,4,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City Northgate,1,1,NEIL,Reg,ALP,Australian Labor Party (State of Queensland),N,10911,48.15,2101,51.17,LNP,3,DAVIES,Jim,GRN,Queensland Greens
Brisbane City Northgate,1,2,ALLAN,Adam,LNP,Liberal National Party of Queensland,Y,11750,51.85,435,10.59,LNP,3,DAVIES,Jim,GRN,Queensland Greens
Brisbane City Northgate,1,3,DAVIES,Jim,GRN,Queensland Greens,N,0,0,-4106,-100.0,LNP,3,DAVIES,Jim,GRN,Queensland Greens
Brisbane City Northgate,1,4,Exhausted,Exhausted,Exhausted,Exhausted,N,1570,6.48,1570,38.24,LNP,3,DAVIES,Jim,GRN,Queensland Greens
Brisbane City Paddington,0,1,BURNS,Donna,GRN,Queensland Greens,N,8984,38.41,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City Paddington,0,2,MATIC,Peter,LNP,Liberal National Party of Queensland,Y,10629,45.45,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City Paddington,0,3,EELKEMA,Jeff,ALP,Australian Labor Party (State of Queensland),N,3775,16.14,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City Paddington,0,4,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City Paddington,1,1,BURNS,Donna,GRN,Queensland Greens,N,10753,49.29,1769,46.86,LNP,3,EELKEMA,Jeff,ALP,Australian Labor Party (State of Queensland)
Brisbane City Paddington,1,2,MATIC,Peter,LNP,Liberal National Party of Queensland,Y,11064,50.71,435,11.52,LNP,3,EELKEMA,Jeff,ALP,Australian Labor Party (State of Queensland)
Brisbane City Paddington,1,3,EELKEMA,Jeff,ALP,Australian Labor Party (State of Queensland),N,0,0,-3775,-100.0,LNP,3,EELKEMA,Jeff,ALP,Australian Labor Party (State of Queensland)
Brisbane City Paddington,1,4,Exhausted,Exhausted,Exhausted,Exhausted,N,1571,6.72,1571,41.62,LNP,3,EELKEMA,Jeff,ALP,Australian Labor Party (State of Queensland)
Brisbane City Pullenvale,0,1,MARK,Jordan,ALP,Australian Labor Party (State of Queensland),N,3643,14.21,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City Pullenvale,0,2,ADERMANN,Greg,LNP,Liberal National Party of Queensland,Y,10686,41.68,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City Pullenvale,0,3,RICHARDS,Kate,,,N,5060,19.73,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City Pullenvale,0,4,DRUCKMANN,Charles,GRN,Queensland Greens,N,6252,24.38,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City Pullenvale,0,5,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City Pullenvale,1,1,MARK,Jordan,ALP,Australian Labor Party (State of Queensland),N,0,0,-3643,-100.0,LNP,1,MARK,Jordan,ALP,Australian Labor Party (State of Queensland)
Brisbane City Pullenvale,1,2,ADERMANN,Greg,LNP,Liberal National Party of Queensland,Y,10983,46.45,297,8.15,LNP,1,MARK,Jordan,ALP,Australian Labor Party (State of Queensland)
Brisbane City Pullenvale,1,3,RICHARDS,Kate,,,N,5396,22.82,336,9.22,LNP,1,MARK,Jordan,ALP,Australian Labor Party (State of Queensland)
Brisbane City Pullenvale,1,4,DRUCKMANN,Charles,GRN,Queensland Greens,N,7267,30.73,1015,27.86,LNP,1,MARK,Jordan,ALP,Australian Labor Party (State of Queensland)
Brisbane City Pullenvale,1,5,Exhausted,Exhausted,Exhausted,Exhausted,N,1995,7.78,1995,54.76,LNP,1,MARK,Jordan,ALP,Australian Labor Party (State of Queensland)
Brisbane City Pullenvale,2,1,MARK,Jordan,ALP,Australian Labor Party (State of Queensland),N,0,0,0,0,LNP,3,RICHARDS,Kate,,
Brisbane City Pullenvale,2,2,ADERMANN,Greg,LNP,Liberal National Party of Queensland,Y,12086,59.93,1103,20.44,LNP,3,RICHARDS,Kate,,
Brisbane City Pullenvale,2,3,RICHARDS,Kate,,,N,0,0,-5396,-100.0,LNP,3,RICHARDS,Kate,,
Brisbane City Pullenvale,2,4,DRUCKMANN,Charles,GRN,Queensland Greens,N,8080,40.07,813,15.07,LNP,3,RICHARDS,Kate,,
Brisbane City Pullenvale,2,5,Exhausted,Exhausted,Exhausted,Exhausted,N,5475,21.35,3480,64.49,LNP,3,RICHARDS,Kate,,
Brisbane City Runcorn,0,1,PRESCOTT,John,ALP,Australian Labor Party (State of Queensland),N,8491,35.49,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City Runcorn,0,2,MARX,Kim,LNP,Liberal National Party of Queensland,Y,12949,54.13,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City Runcorn,0,3,GORDON,Nicola,GRN,Queensland Greens,N,2482,10.38,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City Runcorn,0,4,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City Runcorn,1,1,PRESCOTT,John,ALP,Australian Labor Party (State of Queensland),N,9501,41.73,1010,40.69,LNP,3,GORDON,Nicola,GRN,Queensland Greens
Brisbane City Runcorn,1,2,MARX,Kim,LNP,Liberal National Party of Queensland,Y,13269,58.27,320,12.89,LNP,3,GORDON,Nicola,GRN,Queensland Greens
Brisbane City Runcorn,1,3,GORDON,Nicola,GRN,Queensland Greens,N,0,0,-2482,-100.0,LNP,3,GORDON,Nicola,GRN,Queensland Greens
Brisbane City Runcorn,1,4,Exhausted,Exhausted,Exhausted,Exhausted,N,1152,4.82,1152,46.41,LNP,3,GORDON,Nicola,GRN,Queensland Greens
Brisbane City Tennyson,0,1,LANE,Maurice,LNP,Liberal National Party of Queensland,N,4394,19.39,0,0,,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City Tennyson,0,2,O'BRIEN,Patsy,GRN,Queensland Greens,N,3058,13.49,0,0,,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City Tennyson,0,3,SCHNEIDER,Jackie,ALP,Australian Labor Party (State of Queensland),N,3212,14.17,0,0,,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City Tennyson,0,4,JOHNSTON,Nicole,,,Y,11571,51.06,0,0,,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City Tennyson,0,5,PROUT,Darryl,Animal Justice Party,Animal Justice Party (Queensland),N,428,1.89,0,0,,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City Tennyson,0,6,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City Tennyson,1,1,LANE,Maurice,LNP,Liberal National Party of Queensland,N,4421,19.71,27,6.31,,5,PROUT,Darryl,Animal Justice Party,Animal Justice Party (Queensland)
Brisbane City Tennyson,1,2,O'BRIEN,Patsy,GRN,Queensland Greens,N,3146,14.02,88,20.56,,5,PROUT,Darryl,Animal Justice Party,Animal Justice Party (Queensland)
Brisbane City Tennyson,1,3,SCHNEIDER,Jackie,ALP,Australian Labor Party (State of Queensland),N,3241,14.45,29,6.78,,5,PROUT,Darryl,Animal Justice Party,Animal Justice Party (Queensland)
Brisbane City Tennyson,1,4,JOHNSTON,Nicole,,,Y,11624,51.82,53,12.38,,5,PROUT,Darryl,Animal Justice Party,Animal Justice Party (Queensland)
Brisbane City Tennyson,1,5,PROUT,Darryl,Animal Justice Party,Animal Justice Party (Queensland),N,0,0,-428,-100.0,,5,PROUT,Darryl,Animal Justice Party,Animal Justice Party (Queensland)
Brisbane City Tennyson,1,6,Exhausted,Exhausted,Exhausted,Exhausted,N,231,1.02,231,53.97,,5,PROUT,Darryl,Animal Justice Party,Animal Justice Party (Queensland)
Brisbane City Tennyson,2,1,LANE,Maurice,LNP,Liberal National Party of Queensland,N,4538,21.26,117,3.72,,2,O'BRIEN,Patsy,GRN,Queensland Greens
Brisbane City Tennyson,2,2,O'BRIEN,Patsy,GRN,Queensland Greens,N,0,0,-3146,-100.0,,2,O'BRIEN,Patsy,GRN,Queensland Greens
Brisbane City Tennyson,2,3,SCHNEIDER,Jackie,ALP,Australian Labor Party (State of Queensland),N,4366,20.45,1125,35.76,,2,O'BRIEN,Patsy,GRN,Queensland Greens
Brisbane City Tennyson,2,4,JOHNSTON,Nicole,,,Y,12443,58.29,819,26.03,,2,O'BRIEN,Patsy,GRN,Queensland Greens
Brisbane City Tennyson,2,5,PROUT,Darryl,Animal Justice Party,Animal Justice Party (Queensland),N,0,0,0,0,,2,O'BRIEN,Patsy,GRN,Queensland Greens
Brisbane City Tennyson,2,6,Exhausted,Exhausted,Exhausted,Exhausted,N,1316,5.81,1085,34.49,,2,O'BRIEN,Patsy,GRN,Queensland Greens
Brisbane City Tennyson,3,1,LANE,Maurice,LNP,Liberal National Party of Queensland,N,5155,26.56,617,14.13,,3,SCHNEIDER,Jackie,ALP,Australian Labor Party (State of Queensland)
Brisbane City Tennyson,3,2,O'BRIEN,Patsy,GRN,Queensland Greens,N,0,0,0,0,,3,SCHNEIDER,Jackie,ALP,Australian Labor Party (State of Queensland)
Brisbane City Tennyson,3,3,SCHNEIDER,Jackie,ALP,Australian Labor Party (State of Queensland),N,0,0,-4366,-100.0,,3,SCHNEIDER,Jackie,ALP,Australian Labor Party (State of Queensland)
Brisbane City Tennyson,3,4,JOHNSTON,Nicole,,,Y,14253,73.44,1810,41.46,,3,SCHNEIDER,Jackie,ALP,Australian Labor Party (State of Queensland)
Brisbane City Tennyson,3,5,PROUT,Darryl,Animal Justice Party,Animal Justice Party (Queensland),N,0,0,0,0,,3,SCHNEIDER,Jackie,ALP,Australian Labor Party (State of Queensland)
Brisbane City Tennyson,3,6,Exhausted,Exhausted,Exhausted,Exhausted,N,3255,14.36,1939,44.41,,3,SCHNEIDER,Jackie,ALP,Australian Labor Party (State of Queensland)
Brisbane City The Gabba,0,1,JONES,Nathaniel,LNP,Liberal National Party of Queensland,N,6060,29.45,0,0,GRN,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City The Gabba,0,2,GALLAGHER,Rachel,ALP,Australian Labor Party (State of Queensland),N,5136,24.96,0,0,GRN,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City The Gabba,0,3,SRI,Jonathan,GRN,Queensland Greens,Y,9383,45.6,0,0,GRN,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City The Gabba,0,4,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,GRN,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City The Gabba,1,1,JONES,Nathaniel,LNP,Liberal National Party of Queensland,N,6899,37.66,839,16.34,GRN,2,GALLAGHER,Rachel,ALP,Australian Labor Party (State of Queensland)
Brisbane City The Gabba,1,2,GALLAGHER,Rachel,ALP,Australian Labor Party (State of Queensland),N,0,0,-5136,-100.0,GRN,2,GALLAGHER,Rachel,ALP,Australian Labor Party (State of Queensland)
Brisbane City The Gabba,1,3,SRI,Jonathan,GRN,Queensland Greens,Y,11418,62.34,2035,39.62,GRN,2,GALLAGHER,Rachel,ALP,Australian Labor Party (State of Queensland)
Brisbane City The Gabba,1,4,Exhausted,Exhausted,Exhausted,Exhausted,N,2262,10.99,2262,44.04,GRN,2,GALLAGHER,Rachel,ALP,Australian Labor Party (State of Queensland)
Brisbane City The Gap,0,1,TOOMEY,Steven,LNP,Liberal National Party of Queensland,Y,12872,50.57,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City The Gap,0,2,HASSALL,Allen,,,N,443,1.74,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City The Gap,0,3,BEVIS,Daniel,ALP,Australian Labor Party (State of Queensland),N,7822,30.73,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City The Gap,0,4,HALEY,Rebecca,GRN,Queensland Greens,N,4317,16.96,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City The Gap,0,5,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City The Gap,1,3,BEVIS,Daniel,ALP,Australian Labor Party (State of Queensland),N,7876,31.27,54,12.19,LNP,2,HASSALL,Allen,,
Brisbane City The Gap,1,4,HALEY,Rebecca,GRN,Queensland Greens,N,4371,17.35,54,12.19,LNP,2,HASSALL,Allen,,
Brisbane City The Gap,1,2,Exhausted,Exhausted,Exhausted,Exhausted,N,708,2.78,265,59.82,LNP,2,HASSALL,Allen,,
Brisbane City The Gap,1,1,TOOMEY,Steven,LNP,Liberal National Party of Queensland,Y,12942,51.38,70,15.8,LNP,2,HASSALL,Allen,,
Brisbane City The Gap,2,3,BEVIS,Daniel,ALP,Australian Labor Party (State of Queensland),N,10039,42.95,2163,49.49,LNP,4,HALEY,Rebecca,GRN,Queensland Greens
Brisbane City The Gap,2,4,HALEY,Rebecca,GRN,Queensland Greens,N,0,0,-4371,-100.0,LNP,4,HALEY,Rebecca,GRN,Queensland Greens
Brisbane City The Gap,2,2,Exhausted,Exhausted,Exhausted,Exhausted,N,2523,9.91,1815,41.52,LNP,4,HALEY,Rebecca,GRN,Queensland Greens
Brisbane City The Gap,2,1,TOOMEY,Steven,LNP,Liberal National Party of Queensland,Y,13335,57.05,393,8.99,LNP,4,HALEY,Rebecca,GRN,Queensland Greens
Brisbane City Walter Taylor,0,1,RAGHWAN,Karthika,ALP,Australian Labor Party (State of Queensland),N,3582,15.33,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City Walter Taylor,0,2,SARGENT,Michaela,GRN,Queensland Greens,N,8147,34.86,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City Walter Taylor,0,3,MACKAY,James,LNP,Liberal National Party of Queensland,Y,10957,46.88,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City Walter Taylor,0,4,ANTONIOLLI,Matt,,,N,684,2.93,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City Walter Taylor,0,5,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,LNP,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City Walter Taylor,1,1,RAGHWAN,Karthika,ALP,Australian Labor Party (State of Queensland),N,3649,15.84,67,9.8,LNP,4,ANTONIOLLI,Matt,,
Brisbane City Walter Taylor,1,2,SARGENT,Michaela,GRN,Queensland Greens,N,8301,36.04,154,22.51,LNP,4,ANTONIOLLI,Matt,,
Brisbane City Walter Taylor,1,3,MACKAY,James,LNP,Liberal National Party of Queensland,Y,11083,48.12,126,18.42,LNP,4,ANTONIOLLI,Matt,,
Brisbane City Walter Taylor,1,4,ANTONIOLLI,Matt,,,N,0,0,-684,-100.0,LNP,4,ANTONIOLLI,Matt,,
Brisbane City Walter Taylor,1,5,Exhausted,Exhausted,Exhausted,Exhausted,N,337,1.44,337,49.27,LNP,4,ANTONIOLLI,Matt,,
Brisbane City Walter Taylor,2,1,RAGHWAN,Karthika,ALP,Australian Labor Party (State of Queensland),N,0,0,-3649,-100.0,LNP,1,RAGHWAN,Karthika,ALP,Australian Labor Party (State of Queensland)
Brisbane City Walter Taylor,2,2,SARGENT,Michaela,GRN,Queensland Greens,N,9766,46.06,1465,40.15,LNP,1,RAGHWAN,Karthika,ALP,Australian Labor Party (State of Queensland)
Brisbane City Walter Taylor,2,3,MACKAY,James,LNP,Liberal National Party of Queensland,Y,11439,53.94,356,9.76,LNP,1,RAGHWAN,Karthika,ALP,Australian Labor Party (State of Queensland)
Brisbane City Walter Taylor,2,4,ANTONIOLLI,Matt,,,N,0,0,0,0,LNP,1,RAGHWAN,Karthika,ALP,Australian Labor Party (State of Queensland)
Brisbane City Walter Taylor,2,5,Exhausted,Exhausted,Exhausted,Exhausted,N,2165,9.26,1828,50.1,LNP,1,RAGHWAN,Karthika,ALP,Australian Labor Party (State of Queensland)
Brisbane City Wynnum-Manly,0,1,PICCARDI,Megan,LNP,Liberal National Party of Queensland,N,8292,35.92,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City Wynnum-Manly,0,2,AUSTIN,Ken,GRN,Queensland Greens,N,2355,10.2,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City Wynnum-Manly,0,3,CUMMING,Peter,ALP,Australian Labor Party (State of Queensland),Y,12436,53.88,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City Wynnum-Manly,0,4,Exhausted,Exhausted,Exhausted,Exhausted,N,0,0,0,0,ALP,First Pref,First Pref,First Pref,First Pref,First Pref
Brisbane City Wynnum-Manly,1,2,Exhausted,Exhausted,Exhausted,Exhausted,N,3316,14.37,961,40.81,ALP,2,AUSTIN,Ken,GRN,Queensland Greens
Brisbane City Wynnum-Manly,1,3,CUMMING,Peter,ALP,Australian Labor Party (State of Queensland),Y,13581,61.39,1145,48.62,ALP,2,AUSTIN,Ken,GRN,Queensland Greens
Brisbane City Wynnum-Manly,1,1,PICCARDI,Megan,LNP,Liberal National Party of Queensland,N,8541,38.61,249,10.57,ALP,2,AUSTIN,Ken,GRN,Queensland Greens
